Sample File,Marker,Parent_Allele_Raw,Parent_Allele_Numeric,Parent_Size,Parent_Height_Corrected,Candidate_Stutter_Allele,Candidate_Stutter_Size,Candidate_Stutter_Height_Corrected,Observed_SR,Marker_L_Repeat,Marker_SR_Max_N_Minus_1,ESR_Model_Type,ESR_m,ESR_c,Expected_SR,Expected_Stutter_Height,Assumed_CV_Hs,Calculated_Sigma_Hs,Z_Score,Calculated_Stutter_Score_for_this_Pair
A07_RD14-0003-46_47_48-1;1;1-M4d-0.045IP-Q0.6_001.5sec.fsa,FGA,19,19.0,220.98,46.0,18,216.74,7.0,0.15217391304347827,4,0.3,Allele Average,0.0,0.08296,0.08296,3.8161600000000004,0.25,0.9540400000000001,3.3372185652593176,0.0038161474883513834
A07_RD14-0003-46_47_48-1;1;1-M4d-0.045IP-Q0.6_001.5sec.fsa,TH01,7,7.0,172.68,58.0,6,168.66,36.0,0.6206896551724138,4,0.3,LUS Regression,0.00185,0.00801,,,,,,0.0
A07_RD14-0003-46_47_48-1;1;1-M4d-0.045IP-Q0.6_001.5sec.fsa,TH01,9,9.0,180.82,102.0,8,176.46,11.0,0.10784313725490197,4,0.3,LUS Regression,0.00185,0.00801,0.02466,2.51532,0.25,0.62883,13.49280409649667,2.9315242996590202e-40
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,CSF1PO,12,12.0,326.67,763.0,11,322.69,46.0,0.06028833551769332,4,0.3,Allele Regression,0.01144,-0.05766,0.07962000000000001,60.750060000000005,0.25,15.187515000000001,-0.9711964070488164,0.6239960563826589
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,CSF1PO,10,10.0,318.57,266.0,9,314.3,16.0,0.06015037593984962,4,0.3,Allele Regression,0.01144,-0.05766,0.05674,15.092839999999999,0.25,3.7732099999999997,0.24042128585474998,0.9715124477330311
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D13S317,12,12.0,231.19,1120.0,11,227.17,353.0,0.3151785714285714,4,0.3,Allele Average,0.0,0.05638,0.05638,63.1456,0.25,15.7864,18.361019611817767,1.866011908905908e-74
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D13S317,11,11.0,227.17,353.0,10,223.1,12.0,0.0339943342776204,4,0.3,Allele Average,0.0,0.05638,0.05638,19.90214,0.25,4.975535,-1.5881990579907486,0.2833172105003632
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D16S539,10,10.0,271.09,612.0,9,267.17,476.0,0.7777777777777778,4,0.3,Allele Regression,0.0118,-0.0595,,,,,,0.0
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D16S539,12,12.0,279.16,339.0,11,275.15,222.0,0.6548672566371682,4,0.3,Allele Regression,0.0118,-0.0595,,,,,,0.0
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D16S539,9,9.0,267.17,476.0,8,263.13,22.0,0.046218487394957986,4,0.3,Allele Regression,0.0118,-0.0595,0.046700000000000005,22.229200000000002,0.25,5.557300000000001,-0.04124304968240013,0.9991498669944462
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D18S51,18,18.0,304.76,424.0,17,300.88,193.0,0.455188679245283,4,0.3,Allele Regression,0.00879,-0.04708,0.11113999999999997,47.12335999999999,0.25,11.780839999999998,12.382532994251687,2.5375125860410514e-35
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D18S51,13,13.0,284.85,215.0,12,280.83,84.0,0.39069767441860465,4,0.3,Allele Regression,0.00879,-0.04708,0.06718999999999999,14.445849999999997,0.25,3.611462499999999,19.25927515514837,8.569120229408035e-82
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D18S51,17,17.0,300.88,193.0,16,296.89,17.0,0.08808290155440414,4,0.3,Allele Regression,0.00879,-0.04708,0.10234999999999998,19.753549999999997,0.25,4.938387499999999,-0.5575807892758512,0.8560314453572022
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D18S51,OL,-3.0,335.58,6.0,OL,331.79,3.0,0.5,4,0.3,Allele Regression,0.00879,-0.04708,,,,,,0.0
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D19S433,14,14.0,119.94,407.0,13,116.01,238.0,0.5847665847665847,4,0.3,Allele Average,0.0,0.08044,0.08044,32.73908,0.25,8.18477,25.07839804905941,1.3471432053804916e-138
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D19S433,13.2,13.2,118.01,239.0,12.2,114.19,22.0,0.09205020920502092,4,0.3,Allele Average,0.0,0.08044,0.08044,19.22516,0.25,4.80629,0.5773351171069581,0.8464891298979109
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D19S433,13,13.0,116.01,238.0,12,112.05,21.0,0.08823529411764706,4,0.3,Allele Average,0.0,0.08044,0.08044,19.14472,0.25,4.78618,0.3876327258899583,0.9276232909465727
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D21S11,30,30.0,206.44,274.0,29,202.37,248.0,0.9051094890510949,4,0.3,Allele Average,0.0,0.0899,,,,,,0.0
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D21S11,29,29.0,202.37,248.0,28,198.4,75.0,0.3024193548387097,4,0.3,Allele Average,0.0,0.0899,0.0899,22.295199999999998,0.25,5.573799999999999,9.455811116294091,1.1520547901531244e-20
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D21S11,27,27.0,194.38,288.0,26,190.28,14.0,0.04861111111111111,4,0.3,Allele Average,0.0,0.0899,0.0899,25.891199999999998,0.25,6.472799999999999,-1.8371029538993942,0.1849862776327646
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D21S11,35,35.0,226.62,114.0,34,222.62,13.0,0.11403508771929824,4,0.3,Allele Average,0.0,0.0899,0.0899,10.2486,0.25,2.56215,1.0738637472435262,0.5618099386052134
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D21S11,26,26.0,190.28,14.0,25,186.6,3.0,0.21428571428571427,4,0.3,Allele Average,0.0,0.0899,0.0899,1.2586,0.25,0.31465,5.534403305259813,2.2328653663620596e-07
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D2S1338,22,22.0,332.93,571.0,21,328.91,55.0,0.09632224168126094,4,0.3,Allele Average,0.0,0.09165,0.09165,52.33215,0.25,13.0830375,0.20391671276643528,0.979423630113316
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D2S1338,19,19.0,320.8,438.0,18,316.54,31.0,0.07077625570776255,4,0.3,Allele Average,0.0,0.09165,0.09165,40.1427,0.25,10.035675,-0.911019936376975,0.6603543710389576
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D2S1338,25,25.0,344.88,188.0,24,340.87,14.0,0.07446808510638298,4,0.3,Allele Average,0.0,0.09165,0.09165,17.2302,0.25,4.30755,-0.7498926303815394,0.7549003852152155
B01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.5IP-Q0.9_002.5sec.fsa,D2S1338,OL,-3.0,353.93,3.0,OL,350.06,3.0,1.0,4,0.3,Allele Average,0.0,0.09165,,,,,,0.0
