样本文件,样本最大等位基因数,样本总特异等位基因数,每位点平均等位基因数,每位点等位基因数标准差,等位基因数大于2的位点数,等位基因数大于3的位点数,等位基因数大于4的位点数,等位基因数大于5的位点数,等位基因数大于6的位点数,等位基因计数分布熵,平均峰高,峰高标准差,最小峰高,最大峰高,峰高变异系数,峰高分位数比率,平均峰高比,峰高比标准差,最小峰高比,峰高比中位数,可计算峰高比的位点数,严重失衡位点数,严重失衡位点比例,峰高分布偏度,峰高分布峭度,峰高分布多峰性,饱和峰数量,饱和峰比例,位点间平衡熵,平均位点等位基因熵,峰高分布熵,有效等位基因位点数,无有效等位基因位点数,峰高片段大小相关性,峰高片段大小回归斜率,加权峰高片段大小斜率,峰高比片段大小斜率,片段大小加权位点丢失评分,RFU每碱基对降解指数,小大片段信息完整度比率,等位基因多样性指数,峰模式复杂度,杂合率,峰聚类系数,贡献者人数,预测贡献者人数
C06_RD14-0003-46_47_48-1;1;1-M3a-0.189IP-Q0.5_003.5sec.fsa,4,22,2.3125,0.6020797289396148,16,4,1,0,0,0.7029189304735104,282.3783783783784,190.97578045839916,89.0,877.0,0.676311626814775,2.1543624161073827,0.5153036913804095,0.23093839352075066,0.12958715596330275,0.5157317903856604,12,7,0.5833333333333334,1.7373612732453965,5.65816081447182,2,0,0.0,2.7120980541395934,0.7372306428256523,2.4682794253387685,16,4,-0.07465138360186171,-0.20289605145094325,-0.20289605145094325,2.626960590625746e-05,0.2,-0.4062683045138513,0.7777777777777778,0.9364499634769905,0.07372333465578125,0.75,0.5131852624270513,3,5
C07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.315IP-Q1.9_003.5sec.fsa,3,18,1.8125,0.6551081335677849,11,2,0,0,0,0.9470571519825082,135.3448275862069,93.48032279099279,52.0,489.0,0.6906826397296283,2.611940298507463,0.5654090388841043,0.20965621572699897,0.17791411042944785,0.6082474226804123,9,4,0.4444444444444444,1.9902033857079737,7.6231103239368485,2,0,0.0,2.5426774367541776,0.708298145823811,2.3751446731717527,16,4,-0.5218097778659145,-0.7553342654461427,-0.7553342654461427,0.0007768908497773083,0.2,-1.0800663862940223,0.7777777777777778,0.915576694411415,0.03255679369891728,0.5625,0.5373649073624454,5,4
C07_RD14-0003-46_47_48-1;1;1-M2e-0.189IP-Q1.0_003.5sec.fsa,3,19,1.9375,0.5737304826019501,13,2,0,0,0,0.8314025201956379,151.25806451612902,99.7199199506477,56.0,443.0,0.6592701041736145,2.776315789473684,0.620124434127521,0.2327590785262495,0.20738636363636365,0.6568047337278107,11,5,0.45454545454545453,1.2471398400774807,3.7223361823477488,3,0,0.0,2.5647864398022544,0.7046007402355391,2.4529759318863555,16,4,-0.619674175748406,-0.8911493451851243,-0.8911493451851243,0.0011839239393044054,0.2,-1.1793752439206904,0.7777777777777778,0.9219562955254942,0.03404541586963116,0.6875,0.5008079419344446,3,3
D01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.124IP-Q0.9_004.5sec.fsa,3,22,2.1875,0.4031128874149275,16,3,0,0,0,0.4825775649770121,194.62857142857143,102.16375810133334,67.0,526.0,0.5249165492581719,2.008510638297872,0.6179136442975917,0.23228158660417053,0.22813688212927757,0.5597826086956522,13,8,0.6153846153846154,1.3276283595992089,4.769286807837738,3,0,0.0,2.7040608869824574,0.7213433705171053,2.5845548348232517,16,4,-0.017844243662977127,-0.025556928613569695,-0.025556928613569695,0.0013519447291430022,0.2,-0.10018876018576066,0.7777777777777778,0.9371428571428572,0.05365361418490422,0.8125,0.4032146473126647,4,5
D01_RD14-0003-44_45-1;1-M3S30-0.062IP-Q3.1_004.5sec.fsa,2,8,1.5,0.5477225575051661,3,0,0,0,0,0.6931471803599453,69.0,13.73559851869101,50.0,87.0,0.19906664519842043,1.3166666666666667,0.8415608350134759,0.061638983736081565,0.759493670886076,0.8571428571428571,3,0,0.0,-0.10418879122107641,1.5053939991759169,2,0,0.0,1.6945557252107826,0.6886489456010381,1.5810937496718234,6,14,-0.5349222021306275,-0.2734161564184124,-0.2734161564184124,-0.007295620966637301,0.7,-0.34881508177543524,6000.0,0.8641975308641976,0.0,0.5,0.18042405387558835,2,3
D01_RD14-0003-44_45-1;1-M3a-0.062IP-Q0.5_004.5sec.fsa,4,21,2.25,0.6831300510639732,15,4,1,0,0,0.918045917665631,116.44444444444444,52.84224133338595,53.0,256.0,0.4537978740462534,2.013937282229965,0.6280403126621624,0.16242615547532926,0.46808510638297873,0.558282208588957,11,7,0.6363636363636364,0.9734720846617938,3.185587964555389,3,0,0.0,2.724031656003008,0.7893249210434455,2.4982713356513147,16,4,0.31780419651881475,0.23900251373208875,0.23900251373208875,0.0004997624659602276,0.2,0.23308530530998547,0.7777777777777778,0.9336419753086419,0.052315211584770586,0.6875,0.34478201076412196,2,2
D02_RD14-0003-40_41_42_43-1;1;1;1-M2e-0.124IP-Q3.2_004.5sec.fsa,4,15,2.4285714285714284,0.9759000729485333,6,3,1,0,0,1.277034259066139,86.88235294117646,31.443473750883367,57.0,190.0,0.36190863491199543,1.5076923076923077,0.6141731643924627,0.20833556224401614,0.3263157894736842,0.7037037037037037,3,1,0.3333333333333333,1.9548777965073687,7.033471433527581,2,0,0.0,1.8310842358959798,0.9110809626572736,2.0069548914107656,7,13,-0.5200232566158972,-0.6261104687065874,-0.6261104687065874,0.007512814382625552,0.65,-1.1119138743776416,7000.0,0.9273356401384083,0.08438229901981766,0.42857142857142855,0.3333612817901372,4,4
D02_RD14-0003-44_45-1;1-M4e-0.062IP-Q1.3_004.5sec.fsa,2,8,1.2222222222222223,0.4409585518440984,2,0,0,0,0,0.5297061988576545,93.9090909090909,43.18765510790101,52.0,195.0,0.4598879053116274,1.7575757575757576,0.7287924841116331,0.15432439900525002,0.574468085106383,0.7287924841116331,2,1,0.5,1.1681268136532097,3.1623733270852465,1,0,0.0,2.0651086268819014,0.6736928331655194,1.8937882316911379,9,11,-0.5468351102283782,-0.4884226040742446,-0.4884226040742446,0.021758815510081093,0.55,-0.6837591179268189,2.0,0.859504132231405,0.0,0.2222222222222222,0.39743052889125524,2,2
D06_RD14-0003-46_47_48-1;1;1-M3a-0.093IP-Q0.5_004.5sec.fsa,3,21,2.375,0.5,16,6,0,0,0,0.6615632379579821,172.44736842105263,108.1292349017749,50.0,506.0,0.6270274570833887,1.9974489795918366,0.5541188240213395,0.19757084364254565,0.24754901960784315,0.5884988403963736,10,6,0.6,1.567075764335188,4.768804673529807,1,0,0.0,2.7130637804348625,0.7962487909550574,2.501834177671376,16,4,-0.15241390029978866,-0.22567364063840406,-0.22567364063840406,-0.0008259669284361231,0.2,-0.16806473312401085,0.7777777777777778,0.9335180055401663,0.09572882787571052,0.625,0.47580724525858786,3,5
E01_RD14-0003-40_41_42_43-1;1;1;1-M4a-0.06IP-Q0.7_001.5sec.fsa,3,19,1.8,0.5606119105813882,11,1,0,0,0,0.8033149758408755,100.44444444444444,52.654241384740025,53.0,303.0,0.52421258015781,1.9112903225806452,0.7214827593154223,0.19279646615419893,0.29042904290429045,0.7556229005403827,10,2,0.2,2.126268704240842,8.50869387173697,2,0,0.0,2.6029786866068267,0.7007220906932218,2.1846394624995233,15,5,-0.01288950338758598,-0.009725516594737119,-0.009725516594737119,0.000638234852897312,0.25,0.006071661040820153,0.875,0.9355281207133059,0.022536171437142028,0.6666666666666666,0.40251138754837285,4,4
E01_RD14-0003-44_45-1;1-M4S30-0.03IP-Q3.2_001.5sec.fsa,1,1,1.0,0.0,0,0,0,0,0,-1.000000082690371e-10,50.0,0.0,50.0,50.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,1,0,0.0,-1.000000082690371e-10,0.0,-1.000000082690371e-10,1,19,0.0,0.0,0.0,0.0,0.95,0.0,1000.0,0.0,0.0,0.0,0.0,2,4
E01_RD14-0003-44_45-1;1-M4a-0.031IP-Q0.5_001.5sec.fsa,3,16,1.7333333333333334,0.5936168397046637,10,1,0,0,0,0.8532361502557784,91.3076923076923,37.389600807185815,55.0,245.0,0.4094901520584799,1.5608856088560885,0.705483716067872,0.07896380316630003,0.5428571428571428,0.7075471698113207,9,1,0.1111111111111111,2.5743166315435113,11.198517198663557,2,0,0.0,2.62717442159132,0.7169321711568882,2.1618731945069416,15,5,0.07103179141473136,0.03753491347957799,0.03753491347957799,0.00012034002363447363,0.25,0.0471048360289606,1.1428571428571428,0.9201183431952663,0.013654798608981961,0.6,0.3186038128091003,2,4
E02_RD14-0003-40_41_42_43-1;1;1;1-M4e-0.06IP-Q5.6_001.5sec.fsa,1,2,1.0,0.0,0,0,0,0,0,-1.000000082690371e-10,71.5,0.5,71.0,72.0,0.006993006993006993,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0.0,0.6931227290872544,0.0,0.6931471803599453,2,18,-0.9999999999999998,-0.16611295681063135,-0.16611295681063135,0.0,0.9,-0.16611295681063135,2000.0,0.5,0.0,0.0,0.0,4,4
E02_RD14-0003-44_45-1;1-M4e-0.031IP-Q1.3_001.5sec.fsa,2,6,1.2,0.44721359549995804,1,0,0,0,0,0.5004024233381879,66.16666666666667,10.86917149045358,53.0,86.0,0.16426959431415988,1.2155172413793103,0.8255813953488372,0.0,0.8255813953488372,0.8255813953488372,1,0,0.0,0.6160812550246105,2.3067671516527866,1,0,0.0,1.5062873137985278,0.6885761315958554,1.3296613484547581,5,15,-0.4434050461533571,-0.09104999005414724,-0.09104999005414724,0.0,0.75,-0.09561169165819956,1.5,0.8333333333333333,0.0,0.2,0.141950284534695,2,3
E06_RD14-0003-46_47_48-1;1;1-M3a-0.045IP-Q0.5_001.5sec.fsa,3,19,2.1333333333333333,0.35186577527449836,15,2,0,0,0,0.39267446702755215,119.875,66.84064538138452,52.0,297.0,0.5575861971335517,2.142322097378277,0.52793189693294,0.21533853186209345,0.25252525252525254,0.4745098039215686,13,9,0.6923076923076923,1.2065076590753128,3.5425591569230925,3,0,0.0,2.65573140000055,0.6787431691406672,2.542351426621378,15,5,-0.09306508707782672,-0.0822888742369586,-0.0822888742369586,-0.0007086016777046954,0.25,-0.0405425986040048,0.875,0.9296875,0.03321028748342454,0.8666666666666667,0.4236707201679866,3,3
E07_RD14-0003-46_47_48-1;1;1-M3e-0.093IP-Q0.8_001.5sec.fsa,2,10,1.5,0.5270462766947299,5,0,0,0,0,0.6931471803599453,96.73333333333333,30.560250144409633,54.0,157.0,0.3159226410517881,1.6293706293706294,0.6218592818171789,0.1568579751771212,0.34394904458598724,0.6186440677966102,5,1,0.2,0.39124263699840695,2.1116385249259815,3,0,0.0,2.22249819032295,0.65312771441393,2.3383717037035727,10,10,-0.39416754523783415,-0.13308015227268413,-0.13308015227268413,0.0005608765740283746,0.5,-0.19189300892460529,1.5,0.8622222222222222,0.0,0.5,0.24004750035038014,3,3
F01_RD14-0003-44_45-1;1-M2d-0.25IP-Q0.7_002.5sec.fsa,4,21,2.4375,0.8139410298049853,16,4,3,0,0,0.7029189304735104,248.64102564102564,135.5631156210891,67.0,555.0,0.5452162018379371,2.1363636363636362,0.5191791492337369,0.15617863109441268,0.27977315689981097,0.47714886328246653,12,8,0.6666666666666666,0.8383794276083292,2.6314375273073374,2,0,0.0,2.694283179318671,0.7939070202599509,2.562094461824942,16,4,-0.540773759910053,-1.058557968691779,-1.058557968691779,0.0007196039540610259,0.2,-1.6077457536651105,0.7777777777777778,0.9309664694280079,0.06362823140934697,0.75,0.42421637016404373,2,2
F02_RD14-0003-46_47_48-1;1;1-M2S10-0.375IP-Q1.2_002.5sec.fsa,4,20,2.0,0.6546536707079771,13,1,1,0,0,0.6277052568971504,210.56666666666666,159.44919427690928,55.0,625.0,0.7572385354293618,5.430147058823529,0.6075999863674549,0.23847346821932194,0.15538847117794485,0.6792807300053676,12,4,0.3333333333333333,0.7713786795787213,2.486302014945388,2,0,0.0,2.4745421296427357,0.6866790881576605,2.4246763251391066,15,5,-0.6889464989499118,-1.645188450316188,-1.645188450316188,-0.0009673888391813635,0.25,-1.7587501851415486,0.875,0.9333333333333333,0.0044365383649268945,0.8,0.5752513982096232,3,3
F06_RD14-0003-46_47_48-1;1;1-M3d-0.375IP-Q0.5_002.5sec.fsa,4,22,2.375,0.7187952884282609,15,6,1,0,0,1.0337005494525013,299.7368421052632,175.5649054084567,96.0,692.0,0.5857301497384859,2.814569536423841,0.6037913257875505,0.21821968147870674,0.25496688741721857,0.6392961876832844,9,3,0.3333333333333333,0.7335337969836461,2.4152868681420223,2,0,0.0,2.7110242400130087,0.8301780973930266,2.5316663571951707,16,4,-0.5201625201103864,-1.2996041278833315,-1.2996041278833315,-0.0010337805785366153,0.2,-1.2982487770292175,0.7777777777777778,0.9335180055401662,0.10384486649684724,0.5625,0.44499676666081994,3,3
