Sample File,mac_profile,total_distinct_alleles,avg_alleles_per_locus,std_alleles_per_locus,num_effective_loci,loci_gt2_alleles,loci_gt3_alleles,loci_gt4_alleles,loci_gt5_alleles,loci_gt6_alleles,allele_count_entropy,avg_peak_height,std_peak_height,cv_peak_height,skewness_peak_height,kurtosis_peak_height,min_peak_height,max_peak_height,peak_height_range,peak_height_entropy,high_peaks_ratio,avg_phr,std_phr,min_phr,median_phr,num_loci_with_phr,imbalance_ratio,inter_locus_entropy,locus_height_cv,avg_locus_allele_entropy,height_size_correlation,height_size_slope,size_range,avg_size,std_size,total_peaks,unique_markers,peaks_per_marker,complexity_score,balance_score,quality_score,NoC_True
B05_RD14-0003-40_41_42_43-1;1;1;1-M3S10-0.06IP-Q1.5_002.5sec.fsa,2,3,1.5,0.7071067811865476,2,1,0,0,0,0,0.6931471803599453,63.666666666666664,8.219218670625303,0.12909767545484768,-0.23906314692954395,0.0,53.0,73.0,20.0,1.0986122886681096,0.3333333333333333,0.8153846153846154,0.0,0.8153846153846154,0.8153846153846154,1,0.0,0.665130365591232,0.33319167699889674,0.6879673025582167,-0.8967001213922299,-0.7961618680941674,21.349999999999994,117.83,9.25713058494189,3,2,1.5,3.0,0.543705247985515,6.905863603119028,4
B06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2S30-0.155IP-Q2.9_002.5sec.fsa,2,9,1.4285714285714286,0.5345224838248488,7,3,0,0,0,0,0.6829081045004717,104.5,60.23329643975996,0.5763951812417221,0.683360190352947,-1.2586852800247812,50.0,206.0,156.0,1.2798542258336674,0.2,0.8080336202717399,0.22830140436752358,0.4854368932038835,0.9578947368421052,3,0.3333333333333333,1.7382769805913927,0.7451352930894608,0.6726344434885666,-0.6993033957034421,-1.0010943709902094,126.3,162.947,42.075302744008866,10,7,1.4285714285714286,2.857142857142857,0.2059392518044189,1.7065878545801452,5
B06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2a-0.625IP-Q0.7_002.5sec.fsa,8,29,4.8125,1.42448821218944,16,16,15,15,8,4,1.488036043578116,408.6623376623377,300.280674347756,0.7347892053509141,1.3396021875935902,1.6277679294582326,65.0,1478.0,1413.0,2.2097439966550168,0.2077922077922078,0.9852774631936579,0.0,0.9852774631936579,0.9852774631936579,1,0.0,2.7495020182733914,0.22646540502660106,1.356160123589384,-0.050214481898276125,-0.21117273769206066,232.29999999999998,213.90402597402598,71.40333857121955,77,16,4.8125,38.5,0.7621462034279242,1.356417362471233,5
B06_RD14-0003-46_47_48-1;1;1-M2a-0.375IP-Q0.4_002.5sec.fsa,6,29,3.875,1.2041594578792296,16,16,14,10,4,2,1.4941751377893084,444.4193548387097,294.807129317386,0.6633534883384602,1.644016300145876,2.8680940347395785,57.0,1571.0,1514.0,1.960916692120853,0.20967741935483872,0.5696093709987782,0.37291936463340575,0.19669000636537237,0.5696093709987782,2,0.5,2.7559877786495055,0.18780922177714304,1.1904637345318934,-0.0722233542419448,-0.3036251504610028,241.20999999999998,215.10645161290321,70.12581039947518,62,16,3.875,23.25,0.4626314783145297,1.502395685541001,3
B07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.625IP-Q1.9_002.5sec.fsa,8,25,3.75,1.6532795690182993,16,16,11,9,5,1,1.4898487959741864,175.41666666666666,154.40998366542092,0.8802469377601193,2.4594235881623376,6.343633097467434,51.0,853.0,802.0,2.083612754128588,0.2,0.6942163776118138,0.1559490763548681,0.5179856115107914,0.6461538461538462,5,0.2,2.548613196614996,0.7054516495774205,1.1525475348477818,-0.4033887320553847,-0.8814752607144439,228.14999999999998,198.92383333333336,70.6625021750496,60,16,3.75,30.0,0.2044802888618983,1.1287348632911365,5
B07_RD14-0003-46_47_48-1;1;1-M2e-0.375IP-Q1.0_002.5sec.fsa,6,25,3.25,1.0645812948447542,16,16,13,4,2,1,1.2440166952928942,178.48076923076923,147.87097941534856,0.8284981068417331,1.5450049126290029,1.550108809215562,51.0,617.0,566.0,2.180416157351847,0.21153846153846154,0.5619939773840602,0.27189159088998416,0.30021141649048627,0.4489795918367347,3,0.6666666666666666,2.6043624620223325,0.6180043391804761,1.0465742793510278,-0.5971202032899016,-1.29002762593031,241.23000000000002,209.26038461538462,68.44562667833887,52,16,3.25,19.5,0.2146792607674166,1.198895647302821,3
C01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.252IP-Q0.9_003.5sec.fsa,7,30,4.0625,1.4361406616345072,16,16,14,10,5,3,1.6631355910141727,172.93846153846152,125.85105689150988,0.7277216171113018,2.368316902009212,6.7962260238825944,57.0,766.0,709.0,2.0562225257556905,0.2,0.39820465660661286,0.13224720979810223,0.26595744680851063,0.39820465660661286,2,1.0,2.7495022970123775,0.22651748444614442,1.2394925684315625,-0.09030391140214572,-0.170113180952254,232.0,210.8287692307692,66.80753735706755,65,16,4.0625,28.4375,0.3080043394973422,1.3633190434224618,4
C01_RD14-0003-44_45-1;1-M2S30-0.126IP-Q3.0_003.5sec.fsa,3,13,1.875,0.8345229603962802,8,5,2,0,0,0,1.0821955297387673,94.33333333333333,35.188381921057726,0.37302171647764376,0.8938431866543518,-0.41819875838014786,52.0,171.0,119.0,2.026229622995291,0.2,0.7192594909846622,0.1233191512679854,0.5448717948717948,0.8046875,3,0.3333333333333333,1.9550357568533343,0.5107278679195291,0.8204770795783658,-0.362960547686295,-0.3962066878856946,110.17,141.364,32.235685981015926,15,8,1.875,5.625,0.35191362467317994,2.606729793531927,2
C01_RD14-0003-44_45-1;1-M3a-0.126IP-Q0.5_003.5sec.fsa,4,24,2.9375,0.7719024117939607,16,16,11,4,0,0,1.0717300938124528,147.59574468085106,74.80404459837207,0.5068170817534219,0.9313377772135732,0.12991126779011575,52.0,336.0,284.0,2.1888772867418176,0.2127659574468085,0.629257945902095,0.19884750198341994,0.3125,0.6571428571428571,5,0.4,2.759956459665626,0.16211941275027095,0.9652084982849924,-0.10171837621435224,-0.11022248450895189,240.12,210.3187234042553,69.03261149220803,47,16,2.9375,11.75,0.5272430172440056,1.9470695193488494,2
C02_RD14-0003-40_41_42_43-1;1;1;1-M2e-0.252IP-Q3.2_003.5sec.fsa,4,16,1.8181818181818181,0.8738628975053029,11,7,1,1,0,0,0.9164648852394712,100.95,60.452026434189946,0.5988313663614655,1.733438675246834,2.2497481819164378,52.0,284.0,232.0,1.9468389992053854,0.2,0.6392582184476792,0.2347402774804844,0.2669683257918552,0.6485642946317104,6,0.5,2.1583155372827383,0.7351104141190661,0.7442587670030899,-0.5347261187487133,-0.6571995316190635,166.33999999999997,163.48100000000002,49.18639760136943,20,11,1.8181818181818181,7.2727272727272725,0.16933284475558932,1.6427448508652376,4
C06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2S30-0.075IP-Q2.9_003.5sec.fsa,1,4,1.0,0.0,4,0,0,0,0,0,-1.000000082690371e-10,72.25,20.141685629559408,0.27877765577244856,0.06797859611841223,-1.8513400906997521,50.0,97.0,47.0,0.6931471805599453,0.25,0.0,0.0,0.0,0.0,0,0.0,1.3470998825326048,0.321904709208552,0.0,-0.7687372530421396,-0.6237836889584696,65.44,137.8225,24.822168896975946,4,4,1.0,1.0,0.0,3.4174190869143906,5
C06_RD14-0003-30_31_32_33_34-1;1;1;1;1-M2a-0.315IP-Q0.7_003.5sec.fsa,7,30,4.375,1.3601470508735443,16,16,15,11,8,3,1.6304325820288885,245.0142857142857,182.02005327962732,0.7428956754459748,1.6492607247892654,3.008808367645713,55.0,917.0,862.0,2.2005784466363227,0.2,0.851528384279476,0.0,0.851528384279476,0.851528384279476,1,0.0,2.738677277061221,0.2784761854366301,1.2643838385805026,-0.021660674898084587,-0.057863766924773026,232.26,209.45914285714284,68.1372369715888,70,16,4.375,30.625,0.6143980080343105,1.3387291792552396,5
C06_RD14-0003-46_47_48-1;1;1-M3a-0.189IP-Q0.5_003.5sec.fsa,6,29,3.6875,1.25,16,16,14,7,4,2,1.4553330346928317,217.03389830508473,174.89570413672598,0.8058451030118574,2.1667536541414028,4.89788957529759,54.0,877.0,823.0,2.1381978360424982,0.2033898305084746,0.5045196053789117,0.37493244941560894,0.12958715596330275,0.5045196053789117,2,0.5,2.730960227784224,0.3002410871775697,1.1195080457079518,-0.09029173796944355,-0.225204507126848,241.2,216.81745762711867,70.12131902404526,59,16,3.6875,22.125,0.3530420905575488,1.2338783335855747,3
C07_RD14-0003-30_31_32_33_34-1;1;1;1;1-M1e-0.315IP-Q1.9_003.5sec.fsa,6,20,2.375,1.408308678285174,16,11,6,3,1,1,1.4740568247732049,121.21052631578948,85.58656986834008,0.7060984921834396,2.395151804267501,6.75826873025083,52.0,489.0,437.0,1.9650843147142814,0.21052631578947367,0.6321154120271171,0.1907652450521207,0.40082644628099173,0.6082474226804123,5,0.4,2.4977833428647553,0.7523587653876552,0.9455513423590696,-0.3244902744901697,-0.44141870856318016,221.98000000000002,181.57868421052632,62.91534321154573,38,16,2.375,14.25,0.15653784105188628,1.3998767534052583,5
C07_RD14-0003-46_47_48-1;1;1-M2e-0.189IP-Q1.0_003.5sec.fsa,5,20,2.3125,1.0144785195688801,16,13,6,1,1,0,1.2123138798671549,138.0810810810811,96.28010329618033,0.6972722297824764,1.4658573464223374,1.378415607276727,53.0,443.0,390.0,2.048041085730531,0.21621621621621623,0.6518906570560246,0.27321484549403324,0.20738636363636365,0.7607223476297968,7,0.42857142857142855,2.56193122899047,0.658317519821882,0.8508779627752916,-0.4434152666221785,-0.6132607092830766,241.22000000000003,195.6564864864865,69.61487508859847,37,16,2.3125,11.5625,0.2227396165078454,1.4194175006237149,3
D01_RD14-0003-40_41_42_43-1;1;1;1-M3a-0.124IP-Q0.9_004.5sec.fsa,5,24,3.125,0.9574271077563381,16,16,12,4,2,0,1.2130075655799042,161.12,100.64186802717843,0.6246392007645136,1.5352787217814798,2.5005777597596373,51.0,526.0,475.0,2.186582425957603,0.2,0.5723854959377714,0.23906195643732142,0.3619402985074627,0.474576704690777,4,0.75,2.6969387990504137,0.4053286785607793,1.0002557186635692,0.038248734521552176,0.055568585983735194,231.85,208.338,69.27338574084567,50,16,3.125,15.625,0.34038123924195823,1.5851735424315252,4
D01_RD14-0003-44_45-1;1-M3S30-0.062IP-Q3.1_004.5sec.fsa,2,8,1.5,0.5477225575051661,6,3,0,0,0,0,0.6931471803599453,69.0,13.73559851869101,0.19906664519842043,-0.10418879122107641,-1.4946060008240831,50.0,87.0,37.0,1.5810937501718234,0.2222222222222222,0.8415608350134759,0.061638983736081565,0.759493670886076,0.8571428571428571,3,0.0,1.6945557252107826,0.4713451087899399,0.6886489456010381,-0.5349222021306275,-0.2734161564184124,93.64999999999999,133.6488888888889,26.87286919488561,9,6,1.5,3.0,0.4448952516806965,4.682537998879288,2
D01_RD14-0003-44_45-1;1-M3a-0.062IP-Q0.5_004.5sec.fsa,4,23,2.5625,0.7274384280931732,16,15,9,1,0,0,1.0609581500393426,111.1951219512195,52.234564536350845,0.4697558995372636,1.0639122602083424,0.43590427418292554,53.0,256.0,203.0,2.179433327674296,0.21951219512195122,0.6628922019013229,0.19661671091789532,0.46808510638297873,0.6300944086164484,6,0.5,2.7170530530728314,0.3496472705858637,0.9158184965143833,0.27121771072721707,0.20194535151778994,240.22999999999996,207.96487804878046,70.15234026386663,41,16,2.5625,10.25,0.43111375281387204,2.088776773505693,2
D02_RD14-0003-40_41_42_43-1;1;1;1-M2e-0.124IP-Q3.2_004.5sec.fsa,4,15,2.4285714285714284,0.9759000729485333,7,6,3,1,0,0,1.277034259066139,86.88235294117646,31.443473750883367,0.36190863491199543,1.9548777965073687,4.033471433527582,57.0,190.0,133.0,1.8238733159854377,0.23529411764705882,0.6141731643924627,0.20833556224401614,0.3263157894736842,0.7037037037037037,3,0.3333333333333333,1.8310842358959798,0.49986708624744336,0.9110809626572736,-0.5200232566158972,-0.6261104687065874,78.88000000000001,142.21823529411768,26.115739053252497,17,7,2.4285714285714284,9.714285714285714,0.30716821425623037,2.677960862276988,4
D02_RD14-0003-44_45-1;1-M4e-0.062IP-Q1.3_004.5sec.fsa,2,8,1.2222222222222223,0.4409585518440984,9,2,0,0,0,0,0.5297061988576545,93.9090909090909,43.18765510790101,0.4598879053116274,1.1681268136532097,0.16237332708524654,52.0,195.0,143.0,1.893788232391138,0.2727272727272727,0.7287924841116331,0.15432439900525002,0.574468085106383,0.7287924841116331,2,0.5,2.0651086268819014,0.5533763588263074,0.6736928331655194,-0.5468351102283782,-0.4884226040742446,135.81,158.47272727272727,48.35264777762886,11,9,1.2222222222222223,2.4444444444444446,0.32549595291395805,2.1252336354978794,2
D06_RD14-0003-46_47_48-1;1;1-M3a-0.093IP-Q0.5_004.5sec.fsa,5,24,3.0625,0.8539125638299665,16,16,12,4,1,0,1.18030455659462,151.53061224489795,103.5601180111451,0.6834270414203515,1.800702115911455,2.807322377061004,50.0,506.0,456.0,2.1141841923113414,0.20408163265306123,0.6188030514246445,0.1904389333985242,0.35177865612648224,0.6196877892788017,4,0.5,2.711641604222833,0.3538790389735627,1.0044600853365142,-0.0966082327801639,-0.13658628811867846,241.17000000000002,216.91571428571433,73.24864102660813,49,16,3.0625,15.3125,0.3998216222725833,1.4492199810710453,3
E01_RD14-0003-40_41_42_43-1;1;1;1-M4a-0.06IP-Q0.7_001.5sec.fsa,3,19,1.9333333333333333,0.7037315505489968,15,11,3,0,0,0,1.0096137578740383,97.27586206896552,52.12709703164461,0.5358687748733405,2.17523762420933,5.796297820440774,52.0,303.0,251.0,1.9142206215686128,0.20689655172413793,0.7757294594998043,0.14245495147926712,0.5420560747663551,0.8104039634146342,8,0.125,2.5811899790890442,0.552419785661436,0.758491144955475,0.0038924069058887184,0.002953959330795107,232.16000000000003,201.1720689655172,68.68742922580824,29,15,1.9333333333333333,5.8,0.3472011577516608,1.8310027745544644,4
E01_RD14-0003-44_45-1;1-M4S30-0.03IP-Q3.2_001.5sec.fsa,1,1,1.0,0.0,1,0,0,0,0,0,-1.000000082690371e-10,50.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,-0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,-1.000000082690371e-10,,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1.0,1.0,,50.0,2
E01_RD14-0003-44_45-1;1-M4a-0.031IP-Q0.5_001.5sec.fsa,3,16,1.7333333333333334,0.5936168397046637,15,10,1,0,0,0,0.8532361502557784,91.3076923076923,37.389600807185815,0.4094901520584799,2.574316631543511,8.198517198663557,55.0,245.0,190.0,1.8550282688481508,0.23076923076923078,0.705483716067872,0.07896380316630003,0.5428571428571428,0.7075471698113207,9,0.1111111111111111,2.62717442159132,0.40538419934820763,0.7169321711568882,0.07103179141473137,0.03753491347957799,221.95,209.14423076923077,70.75679892165172,26,15,1.7333333333333334,5.2,0.4194917646764994,2.3784486003459877,2
E02_RD14-0003-40_41_42_43-1;1;1;1-M4e-0.06IP-Q5.6_001.5sec.fsa,1,2,1.0,0.0,2,0,0,0,0,0,-1.000000082690371e-10,71.5,0.5,0.006993006993006993,0.0,0.0,71.0,72.0,1.0,0.6931471805599453,0.5,0.0,0.0,0.0,0.0,0,0.0,0.6931227290872544,0.009889605331280386,0.0,-0.9999999999999998,-0.16611295681063135,6.019999999999996,119.09,3.009999999999998,2,2,1.0,1.0,0.0,47.666666666666664,4
E02_RD14-0003-44_45-1;1-M4e-0.031IP-Q1.3_001.5sec.fsa,2,6,1.2,0.44721359549995804,5,1,0,0,0,0,0.5004024233381879,66.16666666666667,10.86917149045358,0.16426959431415988,0.6160812550246105,-0.6932328483472134,53.0,86.0,33.0,1.3296613488547582,0.3333333333333333,0.8255813953488372,0.0,0.8255813953488372,0.8255813953488372,1,0.0,1.5062873137985278,0.5514014425193804,0.6885761315958554,-0.4434050461533571,-0.09104999005414724,135.87,163.25333333333336,52.93186175536327,6,5,1.2,2.4,0.3703546230363255,5.574665992473424,2
E06_RD14-0003-46_47_48-1;1;1-M3a-0.045IP-Q0.5_001.5sec.fsa,4,21,2.4,0.632455532033676,15,15,5,1,0,0,0.8033149758408755,113.55555555555556,65.63639083975548,0.5780112696260267,1.339518009878377,0.9276205256350312,50.0,297.0,247.0,2.10107508092386,0.2222222222222222,0.5054101638788727,0.21743044436443745,0.25252525252525254,0.4546462063086104,10,0.7,2.6553376010282888,0.32842981993036613,0.7738884082361353,-0.02305747035838997,-0.02002745032495727,240.17000000000002,210.55611111111108,75.56674023220128,36,15,2.4,9.6,0.3394183947651577,1.7041072321673214,3
E07_RD14-0003-46_47_48-1;1;1-M3e-0.093IP-Q0.8_001.5sec.fsa,2,10,1.5,0.5270462766947299,10,5,0,0,0,0,0.6931471803599453,96.73333333333333,30.560250144409633,0.3159226410517881,0.39124263699840695,-0.8883614750740185,54.0,157.0,103.0,2.026229622995291,0.2,0.6218592818171789,0.1568579751771212,0.34394904458598724,0.6186440677966102,5,0.2,2.22249819032295,0.41286227256649755,0.65312771441393,-0.39416754523783415,-0.13308015227268413,240.17000000000002,201.76466666666667,90.51581753974764,15,10,1.5,3.0,0.36511704550956836,3.0650369655092233,3
F01_RD14-0003-44_45-1;1-M2d-0.25IP-Q0.7_002.5sec.fsa,4,24,2.9375,0.7719024117939607,16,16,11,4,0,0,1.0717300938124528,231.14893617021278,131.70146426808486,0.5697688531480107,0.9935979074309647,0.08449698157762198,63.0,555.0,492.0,2.1783614546774044,0.2127659574468085,0.5870315438064073,0.20916276009856233,0.27977315689981097,0.6495327102803738,5,0.4,2.696255837944319,0.3892560743245036,0.980935034346321,-0.5226343056499237,-0.9969401789047552,240.28000000000003,210.3444680851064,69.04296244379248,47,16,2.9375,11.75,0.3585259495596723,1.7418717829913566,2
F02_RD14-0003-46_47_48-1;1;1-M2S10-0.375IP-Q1.2_002.5sec.fsa,5,21,2.6,1.121223821162776,15,13,7,3,1,0,1.4368286684630318,187.2051282051282,147.00360705275918,0.7852541672452552,1.1401767574231247,0.30367632176129256,55.0,625.0,570.0,2.144714227568153,0.20512820512820512,0.5128114215025407,0.27644432648385203,0.15538847117794485,0.519400352733686,6,0.5,2.4539100183335814,0.7244654886877655,0.9009851890403608,-0.5109124044788393,-1.1308468302465613,241.22000000000003,191.04282051282053,66.41568454501667,39,15,2.6,13.0,0.14129724441903485,1.2648686875475594,3
F06_RD14-0003-46_47_48-1;1;1-M3d-0.375IP-Q0.5_002.5sec.fsa,6,29,3.625,1.408308678285174,16,15,13,8,4,2,1.6631355910141727,232.74137931034483,171.9452158487404,0.7387823186330056,1.1594821043642471,0.3252912172641511,51.0,692.0,641.0,2.234547914654974,0.20689655172413793,0.715603354641121,0.26427592101280245,0.45132743362831856,0.715603354641121,2,0.5,2.7193779498765585,0.331629049638714,1.1707663858344346,-0.36617123413169256,-0.90487571231887,241.22000000000003,215.59827586206896,69.58015452644453,58,16,3.625,21.75,0.47828849422321046,1.3457520531467189,3
F07_RD14-0003-46_47_48-1;1;1-M3e-0.045IP-Q0.8_002.5sec.fsa,2,9,1.2857142857142858,0.48795003647426666,7,2,0,0,0,0,0.5982695883852572,71.33333333333333,17.857460314638498,0.2503382287098855,0.7452875635692167,-1.0355519673663631,52.0,104.0,52.0,1.6769877743224173,0.2222222222222222,0.6469141323792487,0.05076028622540252,0.5961538461538461,0.6469141323792487,2,0.5,1.8424263564646943,0.5075547820373565,0.668997367667933,-0.42184992266137583,-0.16883348586297625,126.28,161.96222222222227,44.61892268677489,9,7,1.2857142857142858,2.5714285714285716,0.3185697709226135,3.7827646004886106,3
G01_RD14-0003-44_45-1;1-M3d-0.126IP-Q0.5_003.5sec.fsa,4,21,2.4375,0.963932916061417,16,13,8,2,0,0,1.3050963715483406,148.17948717948718,72.18348123940532,0.48713545048223006,0.9117634481191179,-0.05797546962739686,53.0,326.0,273.0,2.214603448598141,0.20512820512820512,0.5520712333750789,0.15951328461164904,0.3220858895705521,0.559322033898305,5,0.8,2.6297781780581375,0.5370735891295374,0.9412063658715438,-0.43808028680844224,-0.4633899689115415,240.28000000000003,198.93615384615384,68.2409251077832,39,16,2.4375,9.75,0.25556835461115485,2.024766855443064,2
G02_RD14-0003-46_47_48-1;1;1-M2S10-0.189IP-Q1.2_003.5sec.fsa,5,16,2.076923076923077,1.255755978254962,13,7,5,1,1,0,1.2047933092947842,159.59259259259258,86.95901940708293,0.5448813005317334,0.9531140269758013,0.17167858960298377,52.0,373.0,321.0,2.242778146140028,0.2222222222222222,0.6135359116022099,0.01353591160220996,0.6,0.6135359116022099,2,0.0,2.303310024573314,0.7242006269556792,1.008905067456363,-0.3383876958647797,-0.4483813630347141,241.14999999999998,170.95185185185184,65.6268628398484,27,13,2.076923076923077,10.384615384615385,0.1692128197600653,1.8143971325326227,3
