Sample File,Marker,Allele,Size,Height,Original_Height,Peak_Index,Height_Rank,Relative_Intensity,Preliminary_CTA,Is_Saturated,Adaptive_CTA,CTA_Details,Denoising_Status
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D21S11,28,198.52,123.0,123.0,2,3,0.924812030075188,0.8323308270676691,False,0.6333162952067233,"{'base_cta': 0.56, 'classification': 'True_Allele', 'classification_confidence': 0.9999998303572327, 'classification_weight': 1.2999999491071699, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D21S11,30,206.59,77.0,77.0,4,4,0.5789473684210527,0.3473684210526316,False,0.6190309375496266,"{'base_cta': 0.5473684210526316, 'classification': 'True_Allele', 'classification_confidence': 0.9999996365218311, 'classification_weight': 1.2999998909565493, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D2S1338,18,316.9,155.0,155.0,4,1,1.0,0.95,False,0.7124808317827377,"{'base_cta': 0.6300000000000001, 'classification': 'True_Allele', 'classification_confidence': 0.9999998283816295, 'classification_weight': 1.2999999485144889, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D2S1338,16,308.73,105.0,105.0,2,2,0.6774193548387096,0.6096774193548387,False,0.6785531767901133,"{'base_cta': 0.6000000000000001, 'classification': 'True_Allele', 'classification_confidence': 0.9999998517784949, 'classification_weight': 1.2999999555335484, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D2S1338,19,320.95,91.0,91.0,5,3,0.5870967741935483,0.5283870967741935,False,0.6245607636805008,"{'base_cta': 0.552258064516129, 'classification': 'True_Allele', 'classification_confidence': 0.9999997838178346, 'classification_weight': 1.2999999351453504, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D2S1338,20,325.06,75.0,75.0,6,4,0.4838709677419355,0.2903225806451613,False,0.5545165403487365,"{'base_cta': 0.4903225806451613, 'classification': 'True_Allele', 'classification_confidence': 0.9999995842652464, 'classification_weight': 1.2999998752795738, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D3S1358,17,130.27,397.0,397.0,7,1,1.0,0.95,False,0.8029545692464659,"{'base_cta': 0.71, 'classification': 'True_Allele', 'classification_confidence': 0.9999997260966242, 'classification_weight': 1.2999999178289872, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D3S1358,15,122.11,376.0,376.0,5,2,0.947103274559194,0.8523929471032746,False,0.7690269025568858,"{'base_cta': 0.68, 'classification': 'True_Allele', 'classification_confidence': 0.9999996763180292, 'classification_weight': 1.2999999028954088, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D3S1358,14,118.28,358.0,358.0,4,3,0.9017632241813602,0.8115869017632242,False,0.7237900259358926,"{'base_cta': 0.64, 'classification': 'True_Allele', 'classification_confidence': 0.9999996763180292, 'classification_weight': 1.2999999028954088, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D5S818,11,148.78,285.0,285.0,3,1,1.0,0.95,False,0.8029545398328801,"{'base_cta': 0.71, 'classification': 'True_Allele', 'classification_confidence': 0.999999567359295, 'classification_weight': 1.2999998702077884, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D5S818,12,152.91,250.0,250.0,4,2,0.8771929824561403,0.7894736842105263,False,0.7690268832202234,"{'base_cta': 0.68, 'classification': 'True_Allele', 'classification_confidence': 0.999999567359295, 'classification_weight': 1.2999998702077884, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D5S818,13,156.98,192.0,192.0,5,3,0.6736842105263158,0.6063157894736843,False,0.6333162727452893,"{'base_cta': 0.56, 'classification': 'True_Allele', 'classification_confidence': 0.9999996766696095, 'classification_weight': 1.2999999030008829, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D7S820,11,274.0,83.0,83.0,4,1,1.0,0.95,False,0.7124808183557513,"{'base_cta': 0.6300000000000001, 'classification': 'True_Allele', 'classification_confidence': 0.999999746718232, 'classification_weight': 1.2999999240154696, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D7S820,8,261.9,72.0,72.0,1,2,0.8674698795180723,0.7807228915662651,False,0.6785531489749419,"{'base_cta': 0.6000000000000001, 'classification': 'True_Allele', 'classification_confidence': 0.9999996741470145, 'classification_weight': 1.2999999022441044, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D7S820,10,270.01,40.0,40.0,3,3,0.4819277108433735,0.43373493975903615,False,0.553197862073688,"{'base_cta': 0.4891566265060241, 'classification': 'True_Allele', 'classification_confidence': 0.9999989950910406, 'classification_weight': 1.2999996985273121, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D7S820,9,265.95,38.0,38.0,2,4,0.4578313253012048,0.2746987951807229,False,0.536847148155593,"{'base_cta': 0.4746987951807229, 'classification': 'True_Allele', 'classification_confidence': 0.9999986868139815, 'classification_weight': 1.2999996060441945, 'v5_weight': 0.9666000000000001, 'context_weight': 0.9}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D8S1179,13,141.77,661.0,661.0,7,1,1.0,0.95,False,0.8040854805010734,"{'base_cta': 0.79, 'classification': 'True_Allele', 'classification_confidence': 0.9999996685733851, 'classification_weight': 1.2999999005720155, 'v5_weight': 0.9666000000000001, 'context_weight': 0.81}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,D8S1179,12,137.49,263.0,263.0,5,2,0.3978819969742814,0.35809379727685325,False,0.5686911783153459,"{'base_cta': 0.5587291981845689, 'classification': 'True_Allele', 'classification_confidence': 0.9999996210883556, 'classification_weight': 1.2999998863265065, 'v5_weight': 0.9666000000000001, 'context_weight': 0.81}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,FGA,22,233.05,323.0,323.0,2,1,1.0,0.95,False,0.7226591216416534,"{'base_cta': 0.71, 'classification': 'True_Allele', 'classification_confidence': 0.9999997819818178, 'classification_weight': 1.2999999345945454, 'v5_weight': 0.9666000000000001, 'context_weight': 0.81}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,TH01,7,172.55,740.0,740.0,2,1,1.0,0.95,False,0.8040855005645068,"{'base_cta': 0.79, 'classification': 'True_Allele', 'classification_confidence': 0.9999997766981304, 'classification_weight': 1.2999999330094392, 'v5_weight': 0.9666000000000001, 'context_weight': 0.81}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,TH01,6,168.46,466.0,466.0,1,2,0.6297297297297297,0.5667567567567567,False,0.6921242226993741,"{'base_cta': 0.68, 'classification': 'True_Allele', 'classification_confidence': 0.9999997414201627, 'classification_weight': 1.2999999224260488, 'v5_weight': 0.9666000000000001, 'context_weight': 0.81}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,TPOX,8,228.69,353.0,353.0,4,1,1.0,0.95,False,0.7226591335024357,"{'base_cta': 0.71, 'classification': 'True_Allele', 'classification_confidence': 0.9999998531034844, 'classification_weight': 1.2999999559310453, 'v5_weight': 0.9666000000000001, 'context_weight': 0.81}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,vWA,18,180.16,296.0,296.0,4,1,1.0,0.95,False,0.5620682133655204,"{'base_cta': 0.71, 'classification': 'True_Allele', 'classification_confidence': 0.9999998409159716, 'classification_weight': 1.2999999522747916, 'v5_weight': 0.9666000000000001, 'context_weight': 0.63}",Retained
E05_RD14-0003-36_37_38_39-1;2;2;1-M2e-0.378IP-Q1.2_001.5sec.fsa,vWA,16,172.07,209.0,209.0,2,2,0.706081081081081,0.6354729729729729,False,0.5383188469553594,"{'base_cta': 0.68, 'classification': 'True_Allele', 'classification_confidence': 0.9999997983968572, 'classification_weight': 1.2999999395190571, 'v5_weight': 0.9666000000000001, 'context_weight': 0.63}",Retained
